Asset,Time,WaveCal,Wave_E,Wave_N,Surge,Sway,Heave,Roll,Pitch,Yaw,Tendon Tension
Tendon 2,689.946,0.1217,0.7152,0.4724,13.1854,13.6171,-0.3676,-0.0279,0.0072,0.1409,593.847
Tendon 2,690.009,0.1284,0.7205,0.5334,13.1975,13.63,-0.3688,-0.0247,0.0075,0.1412,582.778
Tendon 2,690.072,0.1369,0.8018,0.5037,13.2096,13.6437,-0.3701,-0.0211,0.0075,0.1415,571.803
Tendon 2,690.135,0.1454,0.8219,0.5378,13.2216,13.6556,-0.3713,-0.0172,0.0073,0.1419,561.207
Tendon 2,690.199,0.1544,0.8144,0.5286,13.2337,13.6694,-0.3726,-0.0132,0.0068,0.1423,551.083
Tendon 2,690.262,0.1642,0.9625,0.5871,13.2458,13.6822,-0.3738,-0.0093,0.006,0.1427,542.19
Tendon 2,690.325,0.1738,0.8812,0.5277,13.2588,13.695,-0.375,-0.0057,0.0049,0.143,533.77
Tendon 2,690.388,0.1836,0.9851,0.5988,13.2708,13.7069,-0.3763,-0.0023,0.0035,0.1431,526.579
Tendon 2,690.452,0.1934,1.0281,0.5479,13.2838,13.7198,-0.3775,6.00E-04,0.0018,0.1431,521.092
Tendon 2,690.515,0.2034,0.9819,0.601,13.2968,13.7317,-0.3788,0.003,-4.00E-04,0.143,516.835
Tendon 2,690.578,0.213,1.078,0.5972,13.3089,13.7445,-0.38,0.0048,-0.0027,0.1426,513.807
Tendon 2,690.641,0.2228,1.1031,0.6585,13.3219,13.7564,-0.3816,0.006,-0.0052,0.142,513.05
Tendon 2,690.705,0.232,1.0475,0.626,13.3349,13.7692,-0.3829,0.0067,-0.0078,0.1411,513.429
Tendon 2,690.768,0.2413,1.2007,0.7138,13.3479,13.7811,-0.3846,0.0068,-0.0104,0.1399,515.983
Tendon 2,690.831,0.2506,1.11,0.6803,13.3609,13.793,-0.3862,0.0065,-0.0128,0.1384,519.768
Tendon 2,690.894,0.2599,1.2085,0.7536,13.3739,13.8068,-0.3879,0.0059,-0.0151,0.1368,525.255
Tendon 2,690.958,0.2692,1.2029,0.7489,13.386,13.8187,-0.3891,0.0051,-0.017,0.1348,532.067
Tendon 2,691.021,0.279,1.1928,0.8516,13.3999,13.8324,-0.3908,0.0041,-0.0185,0.1328,540.109
Tendon 2,691.084,0.2885,1.2926,0.8686,13.412,13.8462,-0.3924,0.0031,-0.0194,0.1304,549.002
Tendon 2,691.147,0.2988,1.2732,0.9691,13.425,13.8581,-0.3941,0.0021,-0.0198,0.128,558.652
Tendon 2,691.211,0.3097,1.2546,0.9148,13.438,13.8718,-0.3953,0.0013,-0.0197,0.1253,569.249
Tendon 2,691.274,0.3205,1.3482,1.0153,13.451,13.8847,-0.3969,6.00E-04,-0.019,0.1227,579.845
Tendon 2,691.337,0.3334,1.2622,0.9761,13.464,13.8984,-0.3982,-1.00E-04,-0.0178,0.12,590.441
Tendon 2,691.4,0.346,1.3733,1.0399,13.4761,13.9112,-0.3995,-6.00E-04,-0.0161,0.1172,600.565
Tendon 2,691.464,0.3602,1.3356,1.0393,13.4891,13.9241,-0.4003,-0.0011,-0.0141,0.1144,610.688
Tendon 2,691.527,0.3757,1.3293,1.1445,13.5011,13.9369,-0.4011,-0.0016,-0.0119,0.1116,619.581
Tendon 2,691.59,0.3909,1.3755,1.0766,13.5141,13.9497,-0.4019,-0.0022,-0.0096,0.1089,627.623
Tendon 2,691.653,0.4089,1.3676,1.1575,13.5271,13.9616,-0.4023,-0.0029,-0.0074,0.1062,634.435
Tendon 2,691.717,0.427,1.3387,1.086,13.5383,13.9735,-0.4028,-0.0039,-0.0052,0.1037,639.923
Tendon 2,691.78,0.4463,1.3513,1.1834,13.5503,13.9845,-0.4032,-0.0051,-0.0033,0.1012,644.18
Tendon 2,691.843,0.4674,1.239,1.269,13.5624,13.9955,-0.4036,-0.0066,-0.0018,0.0989,646.261
Tendon 2,691.906,0.4883,1.3014,1.1935,13.5745,14.0065,-0.404,-0.0084,-6.00E-04,0.0967,647.113
Tendon 2,691.97,0.5118,1.2076,1.1881,13.5856,14.0166,-0.4044,-0.0104,2.00E-04,0.0948,646.261
Tendon 2,692.033,0.535,1.2116,1.2478,13.5968,14.0276,-0.4044,-0.0126,5.00E-04,0.093,643.707
Tendon 2,692.096,0.5595,1.1436,1.1808,13.607,14.0368,-0.4048,-0.0148,3.00E-04,0.0915,639.449
Tendon 2,692.159,0.5842,1.1084,1.2665,13.6172,14.0459,-0.4048,-0.0169,-4.00E-04,0.0903,633.962
Tendon 2,692.223,0.609,1.0789,1.1935,13.6274,14.0551,-0.4052,-0.0188,-0.0014,0.0893,626.772
Tendon 2,692.286,0.6337,1.0328,1.2649,13.6367,14.0633,-0.4052,-0.0204,-0.0027,0.0887,618.351
Tendon 2,692.349,0.6585,0.9713,1.2361,13.646,14.0716,-0.4056,-0.0215,-0.0044,0.0884,609.08
Tendon 2,692.412,0.6822,0.9804,1.2579,13.6534,14.0807,-0.4061,-0.022,-0.0063,0.0884,598.862
Tendon 2,692.476,0.7054,0.8721,1.2548,13.6618,14.0881,-0.4061,-0.022,-0.0084,0.0887,587.887
Tendon 2,692.539,0.7284,0.9,1.2696,13.6701,14.0954,-0.4065,-0.0212,-0.0107,0.0892,576.439
Tendon 2,692.602,0.7474,0.7306,1.1887,13.6775,14.1036,-0.4069,-0.0199,-0.0132,0.09,565.086
Tendon 2,692.665,0.7665,0.6854,1.2548,13.684,14.111,-0.4073,-0.018,-0.0157,0.0911,553.638
Tendon 2,692.729,0.7825,0.6418,1.1691,13.6915,14.1174,-0.4077,-0.0156,-0.0183,0.0923,542.19
Tendon 2,692.792,0.7957,0.5191,1.1909,13.698,14.1238,-0.4081,-0.0128,-0.021,0.0937,531.594
Tendon 2,692.855,0.8088,0.4839,1.1445,13.7054,14.1302,-0.4086,-0.0098,-0.0237,0.0952,522.322
Tendon 2,692.918,0.8142,0.3841,1.1622,13.711,14.1366,-0.409,-0.0068,-0.0265,0.0968,513.429
Tendon 2,692.982,0.8194,0.2125,1.0797,13.7165,14.1421,-0.4098,-0.004,-0.0293,0.0985,506.238
Tendon 2,693.045,0.8201,0.2592,1.1063,13.723,14.1476,-0.4102,-0.0014,-0.0321,0.1001,500.278
Tendon 2,693.108,0.816,0.0555,1.0089,13.7286,14.1531,-0.411,8.00E-04,-0.0348,0.1018,496.493
Tendon 2,693.171,0.8119,0.0389,1.0409,13.7342,14.1586,-0.4119,0.0023,-0.0374,0.1034,493.939
Tendon 2,693.234,0.7972,-0.0624,0.9499,13.7388,14.1632,-0.4127,0.0032,-0.0399,0.105,493.561
Tendon 2,693.298,0.7822,-0.1732,0.9451,13.7444,14.1678,-0.4135,0.0034,-0.0422,0.1067,495.263
Tendon 2,693.361,0.7621,-0.2241,0.893,13.749,14.1723,-0.4148,0.003,-0.0442,0.1083,498.196
Tendon 2,693.424,0.7366,-0.2934,0.8393,13.7537,14.176,-0.4156,0.002,-0.0458,0.1099,503.684
Tendon 2,693.487,0.7108,-0.4199,0.7217,13.7574,14.1815,-0.4168,4.00E-04,-0.0471,0.1115,510.496
Tendon 2,693.551,0.6742,-0.3574,0.7116,13.7611,14.1852,-0.4181,-0.0016,-0.0478,0.1132,518.916
Tendon 2,693.614,0.6379,-0.5401,0.5669,13.7648,14.1888,-0.4189,-0.0038,-0.048,0.115,529.039
Tendon 2,693.677,0.5964,-0.488,0.516,13.7676,14.1925,-0.4202,-0.0061,-0.0477,0.1169,540.487
Tendon 2,693.74,0.5502,-0.5658,0.3893,13.7695,14.1952,-0.421,-0.0084,-0.0468,0.1189,552.313
Tendon 2,693.804,0.5038,-0.6424,0.3308,13.7723,14.198,-0.4218,-0.0106,-0.0453,0.1212,565.464
Tendon 2,693.867,0.4491,-0.633,0.1728,13.7741,14.1998,-0.4222,-0.0125,-0.0432,0.1236,578.615
Tendon 2,693.93,0.3942,-0.6753,0.1068,13.775,14.2026,-0.4226,-0.014,-0.0406,0.1261,592.144
Tendon 2,693.993,0.3362,-0.7673,-0.0701,13.776,14.2044,-0.4226,-0.0152,-0.0375,0.1289,605.201
Tendon 2,694.057,0.2748,-0.6785,-0.1198,13.776,14.2053,-0.4226,-0.016,-0.034,0.1319,618.351
Tendon 2,694.12,0.2135,-0.8166,-0.2942,13.776,14.2062,-0.4218,-0.0164,-0.0302,0.1349,630.651
Tendon 2,694.183,0.1472,-0.8087,-0.3751,13.776,14.2062,-0.4214,-0.0165,-0.0263,0.1381,642.004
Tendon 2,694.246,0.081,-0.7861,-0.5403,13.7741,14.2053,-0.4202,-0.0164,-0.0223,0.1415,652.222
Tendon 2,694.31,0.0134,-0.8049,-0.6196,13.7723,14.2044,-0.4189,-0.016,-0.0184,0.1449,661.021
Tendon 2,694.373,-0.0557,-0.825,-0.7878,13.7704,14.2035,-0.4172,-0.0155,-0.0147,0.1482,669.062
Tendon 2,694.436,-0.1248,-0.7845,-0.8361,13.7667,14.1998,-0.4156,-0.015,-0.0113,0.1516,675.023
Tendon 2,694.499,-0.1954,-0.8796,-1.0222,13.763,14.1971,-0.4135,-0.0146,-0.0083,0.155,680.132
Tendon 2,694.563,-0.2658,-0.7845,-1.0829,13.7583,14.1943,-0.4115,-0.0142,-0.0058,0.1583,683.065
Tendon 2,694.626,-0.3367,-0.8649,-1.2579,13.7537,14.1907,-0.4094,-0.0139,-0.0039,0.1614,684.768
Tendon 2,694.689,-0.4079,-0.8611,-1.3319,13.7472,14.1861,-0.4073,-0.0136,-0.0027,0.1645,684.768
Tendon 2,694.752,-0.4788,-0.7867,-1.4627,13.7407,14.1815,-0.4052,-0.0134,-0.0021,0.1675,683.443
Tendon 2,694.816,-0.5497,-0.8235,-1.5259,13.7333,14.1751,-0.4032,-0.0132,-0.0022,0.1703,680.983
Tendon 2,694.879,-0.6206,-0.8743,-1.6706,13.7249,14.1696,-0.4011,-0.013,-0.003,0.1731,676.726
Tendon 2,694.942,-0.6915,-0.7626,-1.7164,13.7156,14.1632,-0.399,-0.0126,-0.0045,0.1758,671.617
Tendon 2,695.005,-0.7624,-0.8539,-1.8817,13.7054,14.1568,-0.3974,-0.012,-0.0065,0.1784,665.278
Tendon 2,695.069,-0.833,-0.8275,-1.918,13.6943,14.1485,-0.3957,-0.0112,-0.009,0.181,658.561
Tendon 2,695.132,-0.9037,-0.7798,-2.0621,13.6831,14.1412,-0.3945,-0.0102,-0.0119,0.1835,650.897
Tendon 2,695.195,-0.9741,-0.8002,-2.1127,13.6701,14.132,-0.3928,-0.0088,-0.0151,0.186,642.855
Tendon 2,695.258,-1.0447,-0.7557,-2.2233,13.6571,14.122,-0.3916,-0.0073,-0.0186,0.1884,634.435
Tendon 2,695.322,-1.1156,-0.6923,-2.2599,13.6432,14.1128,-0.3908,-0.0055,-0.0221,0.1909,626.393
Tendon 2,695.385,-1.1865,-0.7337,-2.3828,13.6283,14.1018,-0.3895,-0.0036,-0.0256,0.1935,618.351
Tendon 2,695.448,-1.2577,-0.5956,-2.3977,13.6135,14.0899,-0.3887,-0.0017,-0.0289,0.1961,610.688
Tendon 2,695.511,-1.3288,-0.6129,-2.5083,13.5977,14.0789,-0.3879,3.00E-04,-0.032,0.1986,603.971
Tendon 2,695.575,-1.3995,-0.6025,-2.5301,13.5819,14.0652,-0.3874,0.002,-0.0347,0.2013,598.01
Tendon 2,695.638,-1.4701,-0.5511,-2.6243,13.5643,14.0523,-0.3866,0.0034,-0.037,0.204,593.374
Tendon 2,695.701,-1.541,-0.5752,-2.6359,13.5476,14.0377,-0.3862,0.0045,-0.0387,0.2066,589.968
Tendon 2,695.764,-1.6106,-0.5777,-2.6966,13.5299,14.0239,-0.3858,0.0051,-0.0399,0.2093,588.265
Tendon 2,695.828,-1.6803,-0.4613,-2.7004,13.5113,14.0093,-0.3854,0.0052,-0.0405,0.212,588.265
Tendon 2,695.891,-1.7486,-0.5012,-2.7854,13.4928,13.9928,-0.3849,0.0049,-0.0404,0.2145,589.59
Tendon 2,695.954,-1.8156,-0.3904,-2.7529,13.4733,13.9781,-0.3846,0.004,-0.0397,0.2171,592.996
Tendon 2,696.017,-1.8824,-0.338,-2.8274,13.4538,13.9616,-0.3841,0.0027,-0.0384,0.2195,598.01
Tendon 2,696.081,-1.9445,-0.3028,-2.8018,13.4343,13.9451,-0.3841,0.001,-0.0365,0.2219,604.822
Tendon 2,696.144,-2.0064,-0.1795,-2.836,13.4138,13.9296,-0.3837,-0.0011,-0.0341,0.224,612.864
Tendon 2,696.207,-2.0644,-0.1061,-2.8135,13.3934,13.9131,-0.3833,-0.0033,-0.0313,0.2261,622.609
Tendon 2,696.27,-2.1188,-0.1202,-2.8499,13.3721,13.8966,-0.3829,-0.0056,-0.028,0.2279,633.111
Tendon 2,696.334,-2.173,0.0734,-2.7955,13.3516,13.8801,-0.3825,-0.0079,-0.0244,0.2296,645.031
Tendon 2,696.397,-2.2171,0.0304,-2.8227,13.3303,13.8627,-0.3816,-0.0101,-0.0206,0.2311,657.236
Tendon 2,696.46,-2.2611,0.1569,-2.7513,13.3089,13.8462,-0.3808,-0.0122,-0.0166,0.2323,669.535
Tendon 2,696.523,-2.2988,0.263,-2.769,13.2876,13.8288,-0.38,-0.0142,-0.0126,0.2332,682.213
Tendon 2,696.587,-2.3302,0.2903,-2.6903,13.2662,13.8114,-0.3783,-0.0159,-0.0085,0.2341,694.513
Tendon 2,696.65,-2.3617,0.3769,-2.6445,13.2448,13.7949,-0.3767,-0.0174,-0.0047,0.2346,705.866
Tendon 2,696.713,-2.3785,0.4607,-2.6157,13.2226,13.7775,-0.3742,-0.0188,-0.001,0.2349,716.462
Tendon 2,696.776,-2.3952,0.4434,-2.6148,13.2012,13.7591,-0.3717,-0.0201,0.0026,0.235,726.207
Tendon 2,696.839,-2.404,0.6261,-2.5168,13.1798,13.7408,-0.3688,-0.0213,0.0057,0.2349,734.722
Tendon 2,696.903,-2.405,0.6066,-2.5263,13.1585,13.7225,-0.3659,-0.0225,0.0084,0.2346,741.912
Tendon 2,696.966,-2.406,0.665,-2.4072,13.1371,13.7042,-0.3622,-0.0236,0.0107,0.2341,747.4
Tendon 2,697.029,-2.3914,0.7641,-2.3844,13.1158,13.6849,-0.3585,-0.0249,0.0125,0.2335,751.184
Tendon 2,697.092,-2.3767,0.7667,-2.2871,13.0944,13.6666,-0.3547,-0.0261,0.0137,0.2328,753.266
Tendon 2,697.156,-2.3542,0.7667,-2.2467,13.074,13.6474,-0.351,-0.0275,0.0143,0.232,754.117
Tendon 2,697.219,-2.3241,0.8796,-2.1424,13.0517,13.6281,-0.3473,-0.0288,0.0143,0.2311,753.266
Tendon 2,697.282,-2.2942,0.825,-2.1269,13.0313,13.6089,-0.3436,-0.03,0.0137,0.2302,751.184
Tendon 2,697.345,-2.2508,0.9509,-1.986,13.0108,13.5906,-0.3403,-0.031,0.0124,0.2294,747.778
Tendon 2,697.409,-2.2073,0.9094,-1.9664,12.9904,13.5722,-0.3369,-0.0318,0.0105,0.2286,743.142
Tendon 2,697.472,-2.1578,0.9468,-1.8254,12.97,13.553,-0.334,-0.0322,0.008,0.228,737.182
Tendon 2,697.535,-2.1026,1.0108,-1.7664,12.9505,13.5347,-0.332,-0.0322,0.0049,0.2274,730.464
Tendon 2,697.598,-2.0477,0.9939,-1.6839,12.9301,13.5173,-0.3299,-0.0316,0.0014,0.2271,723.274
Tendon 2,697.662,-1.9827,0.9578,-1.5834,12.9106,13.4999,-0.3286,-0.0305,-0.0026,0.2269,715.232
Tendon 2,697.725,-1.9182,1.0563,-1.4377,12.892,13.4825,-0.3278,-0.0287,-0.0067,0.227,706.717
Tendon 2,697.788,-1.8497,0.9179,-1.402,12.8734,13.4669,-0.327,-0.0264,-0.0111,0.2272,698.297
Tendon 2,697.851,-1.7769,0.9618,-1.2244,12.8558,13.4504,-0.327,-0.0236,-0.0154,0.2278,689.877
Tendon 2,697.915,-1.7042,0.9273,-1.2169,12.8381,13.4339,-0.3274,-0.0203,-0.0197,0.2286,681.362
Tendon 2,697.978,-1.6248,0.8664,-0.9957,12.8214,13.4192,-0.3274,-0.0168,-0.0237,0.2297,672.942
Tendon 2,698.041,-1.5454,0.879,-0.9233,12.8047,13.4037,-0.3283,-0.0131,-0.0272,0.231,664.9
Tendon 2,698.104,-1.4627,0.8297,-0.7707,12.788,13.3899,-0.3286,-0.0094,-0.0303,0.2326,657.709
Tendon 2,698.168,-1.3763,0.7215,-0.6936,12.7731,13.3753,-0.3295,-0.0059,-0.0327,0.2344,650.897
Tendon 2,698.231,-1.2897,0.7993,-0.5293,12.7583,13.3615,-0.3303,-0.0028,-0.0343,0.2363,645.031
Tendon 2,698.294,-1.1958,0.6543,-0.4478,12.7444,13.3469,-0.3307,-2.00E-04,-0.0352,0.2385,640.301
Tendon 2,698.357,-1.102,0.5994,-0.2531,12.7314,13.3331,-0.3316,0.0018,-0.0352,0.2407,636.138
Tendon 2,698.421,-1.0037,0.5856,-0.1719,12.7184,13.3203,-0.332,0.003,-0.0343,0.2431,633.584
Tendon 2,698.484,-0.9008,0.4535,-0.0186,12.7063,13.3075,-0.3324,0.0035,-0.0327,0.2456,631.881
Tendon 2,698.547,-0.7982,0.3998,0.0474,12.6951,13.2956,-0.3328,0.0033,-0.0304,0.2482,631.502
Tendon 2,698.61,-0.6848,0.3348,0.2288,12.6859,13.2846,-0.3332,0.0024,-0.0274,0.2507,632.259
Tendon 2,698.674,-0.5713,0.1622,0.292,12.6756,13.2727,-0.3332,0.001,-0.0238,0.2532,634.435
Tendon 2,698.737,-0.452,0.2021,0.4841,12.6682,13.2626,-0.3336,-9.00E-04,-0.0199,0.2557,637.841
Tendon 2,698.8,-0.3264,0.0147,0.5356,12.6608,13.2516,-0.334,-0.0031,-0.0157,0.2581,641.626
Tendon 2,698.863,-0.2011,-0.0624,0.7053,12.6534,13.2433,-0.3345,-0.0054,-0.0114,0.2604,647.113
Tendon 2,698.927,-0.0624,-0.0813,0.7903,12.6487,13.2351,-0.3349,-0.0076,-0.0072,0.2626,653.073
Tendon 2,698.99,0.0761,-0.231,0.9217,12.6441,13.2278,-0.3357,-0.0096,-0.0031,0.2646,659.412
Tendon 2,699.053,0.221,-0.3342,1.0112,12.6404,13.2214,-0.3365,-0.0113,8.00E-04,0.2664,666.603
Tendon 2,699.116,0.372,-0.2981,1.1988,12.6376,13.2159,-0.3369,-0.0124,0.0042,0.2682,673.32
Tendon 2,699.18,0.5231,-0.5049,1.3303,12.6357,13.2113,-0.3378,-0.0131,0.0072,0.2698,680.51
Tendon 2,699.243,0.6848,-0.5238,1.6675,12.6348,13.2076,-0.3382,-0.0132,0.0097,0.2712,687.701
Tendon 2,699.306,0.8467,-0.5721,1.785,12.6348,13.2039,-0.339,-0.0127,0.0117,0.2725,694.04
Tendon 2,699.369,1.0122,-0.6923,1.9743,12.6357,13.2012,-0.339,-0.0117,0.0132,0.2736,700.379
Tendon 2,699.433,1.1811,-0.7089,2.0887,12.6385,13.2003,-0.3394,-0.0102,0.0141,0.2747,705.487
Tendon 2,699.496,1.35,-0.7494,2.2599,12.6413,13.1994,-0.3394,-0.0082,0.0145,0.2756,709.745
Tendon 2,699.559,1.5209,-0.8611,2.3667,12.6441,13.1994,-0.339,-0.006,0.0143,0.2765,713.056
Tendon 2,699.622,1.6919,-0.793,2.569,12.6487,13.1994,-0.3386,-0.0034,0.0137,0.2774,715.611
Tendon 2,699.686,1.861,-0.9025,2.6514,12.6534,13.2003,-0.3378,-8.00E-04,0.0126,0.2784,716.462
Tendon 2,699.749,2.0276,-0.9625,2.8827,12.6599,13.2021,-0.3369,0.0021,0.0109,0.2794,716.462
Tendon 2,699.812,2.1941,-0.9057,2.9715,12.6664,13.2049,-0.3361,0.0049,0.0087,0.2805,715.232
Tendon 2,699.875,2.3498,-0.9898,3.1286,12.6738,13.2094,-0.3349,0.0078,0.0059,0.2816,713.056
Tendon 2,699.939,2.5058,-1.0124,3.23,12.6831,13.2131,-0.334,0.0107,0.0025,0.2829,709.745
Tendon 2,700.002,2.6525,-0.9399,3.3864,12.6914,13.2177,-0.3336,0.0137,-0.0015,0.2842,705.487
Tendon 2,700.065,2.7902,-1.078,3.437,12.7016,13.2232,-0.3328,0.0166,-0.0062,0.2858,700
Tendon 2,700.128,2.9281,-0.9609,3.5498,12.7128,13.2296,-0.3328,0.0197,-0.0116,0.2875,694.04
Tendon 2,700.192,3.0419,-1.0227,3.5103,12.7249,13.2378,-0.3332,0.0227,-0.0177,0.2893,687.322
Tendon 2,700.255,3.1556,-1.046,3.5902,12.7388,13.2452,-0.3336,0.0259,-0.0245,0.2912,679.659
Tendon 2,700.318,3.2546,-0.9898,3.5491,12.7527,13.2543,-0.3349,0.0291,-0.0319,0.2933,672.09
Tendon 2,700.381,3.3394,-1.0187,3.5928,12.7676,13.2644,-0.3361,0.0322,-0.0398,0.2954,663.575
Tendon 2,700.444,3.424,-1.0507,3.5422,12.7843,13.2754,-0.3382,0.0353,-0.0481,0.2977,655.533
Tendon 2,700.508,3.4768,-0.9345,3.6177,12.8001,13.2873,-0.3403,0.0383,-0.0565,0.2999,647.113
Tendon 2,700.571,3.5297,-1.0306,3.5264,12.8177,13.2992,-0.3427,0.0409,-0.0649,0.3023,638.693
Tendon 2,700.634,3.5658,-0.9452,3.6019,12.8363,13.3121,-0.3456,0.0432,-0.0731,0.3045,630.178
Tendon 2,700.697,3.5856,-0.9788,3.5523,12.8558,13.3249,-0.3485,0.045,-0.0806,0.3069,622.136
Tendon 2,700.761,3.6055,-1.0227,3.5709,12.8762,13.3395,-0.3514,0.0462,-0.0874,0.3091,614.567
Tendon 2,700.824,3.5936,-0.9383,3.5194,12.8966,13.3533,-0.3543,0.0468,-0.093,0.3113,607.377
Tendon 2,700.887,3.5812,-0.9681,3.5046,12.918,13.3689,-0.3568,0.0465,-0.0973,0.3134,601.038
Tendon 2,700.95,3.5544,-1.0187,3.3886,12.9394,13.3835,-0.3597,0.0455,-0.0999,0.3155,595.077
Tendon 2,701.014,3.5132,-0.8627,3.339,12.9607,13.4,-0.3618,0.0437,-0.1008,0.3174,589.59
Tendon 2,701.077,3.4714,-0.9697,3.1886,12.9821,13.4174,-0.3643,0.0412,-0.0999,0.3194,585.332
Tendon 2,701.14,3.4046,-0.868,3.0828,13.0043,13.433,-0.3663,0.0381,-0.0971,0.3211,581.548
Tendon 2,701.203,3.3376,-0.8859,2.945,13.0276,13.4513,-0.3684,0.0346,-0.0924,0.3229,578.615
Tendon 2,701.267,3.2602,-0.8843,2.8578,13.0498,13.4696,-0.3701,0.0307,-0.0859,0.3245,576.439
Tendon 2,701.33,3.1726,-0.7914,2.7083,13.0731,13.4889,-0.3717,0.0268,-0.078,0.326,575.209
Tendon 2,701.393,3.0847,-0.8112,2.6429,13.0963,13.5081,-0.3734,0.023,-0.0688,0.3275,574.358
Tendon 2,701.456,2.981,-0.7704,2.5029,13.1204,13.5283,-0.3754,0.0195,-0.0586,0.329,574.358
Tendon 2,701.52,2.8768,-0.6932,2.4701,13.1446,13.5493,-0.3771,0.0165,-0.0479,0.3303,575.209
Tendon 2,701.583,2.7675,-0.7299,2.3238,13.1696,13.5713,-0.3792,0.0141,-0.037,0.3316,576.061
Tendon 2,701.646,2.6525,-0.6088,2.2621,13.1947,13.5942,-0.3816,0.0124,-0.0263,0.3329,577.764
Tendon 2,701.709,2.5373,-0.6603,2.1509,13.2216,13.6171,-0.3837,0.0116,-0.0163,0.334,579.467
Tendon 2,701.773,2.4148,-0.6176,2.0918,13.2486,13.6419,-0.3866,0.0116,-0.0071,0.3351,581.548
Tendon 2,701.836,2.2921,-0.5558,1.9487,13.2755,13.6648,-0.3891,0.0123,8.00E-04,0.3362,583.629
Tendon 2,701.899,2.1676,-0.5567,1.9206,13.3043,13.6904,-0.392,0.0136,0.0072,0.3372,585.806
Tendon 2,701.962,2.0412,-0.509,1.7414,13.334,13.7152,-0.3949,0.0154,0.0119,0.3381,587.414
Tendon 2,702.026,1.9146,-0.4714,1.7297,13.3637,13.7417,-0.3978,0.0175,0.0149,0.3388,589.59
Tendon 2,702.089,1.7867,-0.4918,1.6207,13.3934,13.7674,-0.4007,0.0198,0.0162,0.3395,591.293
Tendon 2,702.152,1.6589,-0.3669,1.5281,13.4241,13.793,-0.4032,0.0219,0.0159,0.3401,592.523
Tendon 2,702.215,1.5312,-0.456,1.4207,13.4556,13.8205,-0.4052,0.0238,0.0142,0.3407,593.374
Tendon 2,702.279,1.4041,-0.3364,1.3622,13.4872,13.8462,-0.4073,0.0252,0.0113,0.341,594.226
Tendon 2,702.342,1.277,-0.4014,1.2213,13.5188,13.8718,-0.4086,0.026,0.0074,0.3413,594.226
Tendon 2,702.405,1.1517,-0.3888,1.177,13.5503,13.8984,-0.4098,0.0262,0.0029,0.3414,594.226
Tendon 2,702.468,1.0267,-0.3348,1.0254,13.5819,13.9241,-0.4102,0.0258,-0.0019,0.3415,593.847
Tendon 2,702.532,0.9034,-0.3785,0.995,13.6125,13.9488,-0.4106,0.0247,-0.0067,0.3414,592.523
Tendon 2,702.595,0.7817,-0.3621,0.8759,13.6441,13.9745,-0.4102,0.0231,-0.0112,0.3413,591.293
Tendon 2,702.658,0.6603,-0.3176,0.7941,13.6748,14.0001,-0.4098,0.021,-0.0153,0.341,589.117
Tendon 2,702.721,0.544,-0.4208,0.6851,13.7054,14.0258,-0.409,0.0187,-0.0186,0.3408,587.035
Tendon 2,702.785,0.4283,-0.3264,0.6336,13.7342,14.0505,-0.4081,0.0162,-0.0211,0.3404,584.481
Tendon 2,702.848,0.3151,-0.4419,0.4718,13.7639,14.0761,-0.4073,0.0139,-0.0227,0.3401,581.548
Tendon 2,702.911,0.2057,-0.4425,0.4392,13.7918,14.1018,-0.4065,0.0118,-0.0234,0.3398,578.142
Tendon 2,702.974,0.0964,-0.4356,0.2664,13.8205,14.1275,-0.4061,0.0101,-0.0233,0.3395,574.358
Tendon 2,703.038,-0.0049,-0.4918,0.2228,13.8475,14.1522,-0.4056,0.0088,-0.0224,0.3392,570.573
Tendon 2,703.101,-0.1062,-0.4309,0.1074,13.8753,14.1778,-0.4056,0.0082,-0.021,0.3389,566.316
Tendon 2,703.164,-0.2027,-0.455,0.049,13.9023,14.2035,-0.4061,0.0081,-0.0191,0.3388,562.058
Tendon 2,703.227,-0.2942,-0.5231,-0.0935,13.9283,14.2291,-0.4073,0.0085,-0.017,0.3386,557.422
Tendon 2,703.291,-0.3857,-0.4105,-0.1416,13.9552,14.2539,-0.4086,0.0095,-0.0149,0.3385,553.165
Tendon 2,703.354,-0.4667,-0.4497,-0.2803,13.9821,14.2795,-0.4106,0.0107,-0.0128,0.3385,548.529
Tendon 2,703.417,-0.5474,-0.3044,-0.3255,14.0081,14.3034,-0.4127,0.0122,-0.0109,0.3386,543.893
Tendon 2,703.48,-0.6224,-0.3038,-0.4468,14.0341,14.3272,-0.4156,0.0136,-0.0093,0.3388,539.636
Tendon 2,703.544,-0.6918,-0.2818,-0.4882,14.0592,14.351,-0.4189,0.0148,-0.008,0.3389,535.473
Tendon 2,703.607,-0.7611,-0.1852,-0.6064,14.0843,14.3748,-0.4222,0.0157,-0.007,0.3391,531.594
Tendon 2,703.67,-0.8194,-0.1732,-0.6531,14.1103,14.3977,-0.4259,0.016,-0.0062,0.3393,528.282
Tendon 2,703.733,-0.8774,-0.1757,-0.7893,14.1335,14.4197,-0.4297,0.0157,-0.0056,0.3395,524.876
Tendon 2,703.797,-0.9305,-0.043,-0.8323,14.1585,14.4408,-0.4334,0.0146,-0.0051,0.3397,521.849
Tendon 2,703.86,-0.9782,-0.1186,-0.9615,14.1808,14.4609,-0.4375,0.0128,-0.0044,0.3398,519.389
